customer_id,customer_age,education_level,marital_status,income_category,number_products_customer,weeks_tenure,contacts_last_12mths,credit_limit,card_class,inactive_months_last_12mths,total_revolving_balance,count_transactions,transactions_amount,change_transaction_amt_last_3mths,change_transaction_count_last_3mths,churn
5676,46.0,graduate,married,<30k€,4,151,1,6184.0,red,2,0,49,1756,0.476,0.324,1
837,47.0,uneducated,single,<30k€,4,149,4,4328.0,red,1,2058,61,3421,0.835,1.033,0
5451,38.0,graduate,,70k€-110k€,3,149,4,26792.0,red,3,1671,66,3587,0.938,0.571,0
5038,,,married,30k€-50k€,2,182,3,2158.0,red,4,0,12,615,0.585,0.714,1
1161,53.0,post-graduate,married,70k€-110k€,6,150,0,6400.0,red,1,1979,91,4475,0.696,0.685,0
9311,49.0,graduate,married,<30k€,6,156,2,2185.0,red,3,0,20,715,0.727,0.818,1
882,47.0,graduate,single,+110k€,4,164,3,26308.0,red,3,0,53,3278,0.647,0.828,0
6616,56.0,uneducated,married,,6,174,2,3068.0,red,3,1765,73,4611,0.853,0.698,0
2680,40.0,high school,,70k€-110k€,3,156,2,1504.0,red,3,0,43,2530,0.987,0.344,1
5360,28.0,post-graduate,married,<30k€,1,87,2,3768.0,red,2,0,71,6639,0.799,1.152,1
7670,45.0,uneducated,married,30k€-50k€,3,131,2,13103.0,red,3,1809,72,4323,0.724,0.5,0
7994,30.0,graduate,single,<30k€,5,149,3,1574.0,red,3,0,59,2560,0.582,0.788,1
6369,34.0,graduate,married,30k€-50k€,4,135,1,18737.0,red plus,3,0,76,4010,0.797,0.767,0
1855,41.0,,married,<30k€,3,143,2,2793.0,red,3,1517,72,3485,0.712,0.895,0
7202,49.0,graduate,single,50k€-70k€,2,184,1,34516.0,red unlimited,3,913,80,7711,0.698,0.86,0
9678,40.0,uneducated,single,30k€-50k€,4,133,3,21308.0,red plus,1,564,38,1322,0.448,0.652,0
937,47.0,graduate,single,70k€-110k€,5,128,2,1438.3,red,3,327,40,1783,0.528,0.481,1
709,58.0,graduate,,<30k€,5,147,3,2621.0,red,1,2486,78,4955,0.755,0.733,0
9279,41.0,graduate,married,<30k€,6,147,1,1438.3,red,2,0,70,4396,0.795,0.628,0
1393,41.0,uneducated,divorced,70k€-110k€,6,148,3,34516.0,red,3,1597,51,1628,0.858,1.217,0
2355,26.0,,single,30k€-50k€,5,73,2,4610.0,red,1,0,49,2280,0.794,0.4,0
9114,53.0,graduate,divorced,50k€-70k€,6,147,3,6224.0,red,3,0,68,8979,0.92,0.581,1
2679,54.0,graduate,divorced,+110k€,4,166,3,2792.0,red,2,887,81,4074,0.793,0.8,0
1243,45.0,college,divorced,70k€-110k€,6,152,1,1535.0,red,5,0,76,5168,0.77,0.81,0
7438,61.0,uneducated,single,70k€-110k€,5,197,2,5466.0,red,3,0,79,4435,0.587,0.881,0
3495,53.0,phd,single,<30k€,3,164,3,1438.3,red,3,1153,84,4263,0.866,0.909,0
10028,35.0,,single,<30k€,6,83,2,2691.0,red,1,1935,86,4365,0.681,0.911,0
8574,41.0,graduate,divorced,50k€-70k€,3,146,6,6538.0,red,3,0,33,2132,0.556,0.571,1
7039,63.0,graduate,single,<30k€,6,227,2,7478.0,red,3,0,62,2213,0.847,0.771,0
843,65.0,graduate,single,<30k€,5,216,4,6663.0,red,3,765,78,4583,1.129,0.857,0
1864,42.0,college,divorced,50k€-70k€,5,164,0,10408.0,red,1,1186,42,2560,1.689,1.211,0
7390,38.0,graduate,,30k€-50k€,2,149,3,4878.0,red,3,2098,84,5021,0.665,0.68,0
6732,49.0,,married,30k€-50k€,4,196,3,2522.0,red,1,1704,73,4697,0.988,0.698,0
1884,25.0,,married,30k€-50k€,3,83,2,16496.0,red plus,1,1409,126,16715,0.677,0.703,0
8205,59.0,graduate,divorced,70k€-110k€,1,179,3,9580.0,red,3,132,51,5385,0.32,0.308,1
2634,44.0,,divorced,<30k€,3,143,4,2806.0,red,1,2514,35,1757,0.341,0.4,1
4396,44.0,graduate,married,30k€-50k€,3,122,3,3235.0,red,1,2517,43,1637,1.091,0.87,0
3460,52.0,high school,single,<30k€,5,192,3,3069.0,red,2,2517,83,4512,0.73,0.766,0
7074,55.0,graduate,single,<30k€,6,195,3,2370.0,red,6,1166,45,2164,0.562,0.607,1
3262,52.0,high school,,70k€-110k€,3,148,3,7633.0,red,1,1707,58,1807,0.529,0.657,0
9705,54.0,phd,,<30k€,3,147,4,1438.3,red,3,0,40,1598,0.499,0.29,1
4807,43.0,graduate,married,<30k€,5,115,4,2205.0,red,2,1245,90,4921,0.925,0.8,0
9086,41.0,graduate,divorced,30k€-50k€,1,148,2,3107.0,red,1,1995,87,7535,0.668,0.673,0
4176,50.0,post-graduate,married,<30k€,6,150,4,1438.3,red,3,783,70,3464,0.733,0.795,0
8556,36.0,high school,married,<30k€,5,89,3,2157.0,red,6,1188,59,2111,0.847,0.639,0
3094,50.0,college,married,<30k€,1,146,2,3387.0,red,3,0,24,510,0.789,0.6,1
2665,51.0,uneducated,married,,6,180,1,3553.0,red,2,0,89,4923,0.844,0.648,0
8982,41.0,graduate,married,<30k€,5,147,4,4228.0,red,2,1709,79,4389,0.493,0.58,0
5295,57.0,graduate,single,50k€-70k€,5,175,4,9619.0,red,2,1731,76,3690,0.712,0.52,0
367,30.0,high school,single,<30k€,2,88,2,1576.0,red,2,0,56,2703,0.789,1.0,1
7653,55.0,uneducated,married,70k€-110k€,1,186,3,23240.0,red,3,1534,82,9441,0.971,0.907,1
9400,47.0,graduate,married,30k€-50k€,3,148,2,5678.0,red,3,2082,70,5092,0.83,0.707,0
3611,61.0,phd,divorced,<30k€,5,192,2,2504.0,red,1,1915,86,4847,0.897,0.654,0
4438,53.0,graduate,married,<30k€,3,184,3,2548.0,red,3,1683,54,2055,0.75,0.636,0
4718,36.0,graduate,single,<30k€,3,111,2,10745.0,red plus,1,2084,87,3502,0.847,0.933,0
7474,54.0,,single,50k€-70k€,3,148,2,8411.0,red,2,979,22,990,1.029,0.375,1
127,36.0,,married,30k€-50k€,2,148,2,3995.0,red,2,2475,99,12575,0.817,0.8,0
3001,45.0,phd,married,70k€-110k€,6,164,1,11710.0,red,3,693,50,1749,0.914,0.429,0
8859,34.0,college,single,,4,115,2,3518.0,red,5,1575,60,2121,0.625,0.579,0
10079,,uneducated,single,30k€-50k€,1,154,3,2655.0,red,2,2283,49,2386,0.751,0.485,1
7311,41.0,graduate,married,70k€-110k€,6,139,0,4562.0,red,3,2258,55,3740,0.861,0.833,0
1229,47.0,,married,70k€-110k€,6,147,1,2514.0,red,2,1845,71,3696,0.683,0.614,0
4206,,,single,,5,204,2,8513.0,red,2,799,37,2119,0.451,0.542,1
3472,51.0,,single,<30k€,5,168,2,2941.0,red,1,655,66,4099,0.616,0.571,0
4625,44.0,college,married,50k€-70k€,2,161,3,3439.0,red,3,0,35,2661,0.825,0.296,1
3399,49.0,uneducated,married,70k€-110k€,1,177,3,5701.0,red,3,2517,32,961,0.716,0.524,1
4988,33.0,high school,divorced,50k€-70k€,3,55,3,12616.0,red,3,0,29,1376,1.054,0.611,1
7292,49.0,,single,30k€-50k€,6,176,4,5632.0,red,3,1596,64,3557,0.951,1.065,0
5301,43.0,,,70k€-110k€,6,119,1,11191.0,red,2,0,73,3839,0.808,0.78,0
4137,65.0,high school,married,50k€-70k€,6,147,3,2567.0,red,2,0,43,2399,1.636,0.955,0
1677,27.0,high school,single,30k€-50k€,6,56,4,1473.0,red,2,0,39,2099,0.813,0.857,0
7185,48.0,college,married,70k€-110k€,2,157,2,34516.0,red plus,3,0,89,7686,0.678,0.618,0
7617,,graduate,single,30k€-50k€,2,151,2,4708.0,red,3,920,50,2179,0.544,1.273,1
1059,44.0,graduate,single,30k€-50k€,4,144,3,1438.3,red,2,0,71,4374,0.951,0.775,0
7180,52.0,,married,,2,199,3,1812.0,red,4,1798,44,2921,0.735,0.692,1
8704,31.0,college,divorced,70k€-110k€,5,148,4,34516.0,red,3,0,60,2305,0.845,0.714,0
5228,,,married,<30k€,6,120,3,2895.0,red,2,0,42,2473,0.663,0.273,1
13,65.0,graduate,single,50k€-70k€,6,145,4,2466.0,red,1,0,66,4059,1.077,0.65,0
6502,,,married,+110k€,3,68,4,2106.0,red,1,238,40,2136,0.61,0.905,1
7719,41.0,college,married,<30k€,2,141,2,8390.0,red,1,0,92,8316,0.8,0.704,0
3777,37.0,uneducated,married,50k€-70k€,5,146,4,5605.0,red,3,1322,41,2338,1.204,0.952,0
1386,41.0,graduate,single,50k€-70k€,1,149,2,34516.0,red unlimited,3,1662,105,13578,0.751,0.615,0
5308,49.0,high school,married,<30k€,3,167,2,1547.0,red,3,0,43,2312,0.845,0.303,1
5374,41.0,graduate,married,30k€-50k€,6,149,1,16290.0,red plus,2,0,79,4232,0.758,0.795,0
849,50.0,uneducated,single,<30k€,5,166,3,1438.3,red,2,661,87,4463,0.573,0.812,0
9135,,graduate,,<30k€,6,147,2,3413.0,red,3,0,40,2285,0.593,0.429,1
9558,45.0,post-graduate,married,30k€-50k€,4,145,2,9617.0,red,3,2035,76,4247,1.004,0.854,0
6362,44.0,,single,,1,111,3,34516.0,red unlimited,2,0,42,2198,0.331,0.355,1
1805,37.0,graduate,single,70k€-110k€,5,111,4,34516.0,red plus,2,1568,73,2873,0.878,0.659,0
6605,51.0,phd,single,<30k€,4,155,3,2595.0,red,3,2353,41,2526,0.924,0.577,1
1479,,uneducated,single,50k€-70k€,2,143,1,14131.0,red,3,1333,103,12779,0.767,0.689,0
3148,,uneducated,married,<30k€,4,148,5,3652.0,red,1,1351,39,1561,0.836,0.625,0
1575,62.0,graduate,single,30k€-50k€,4,214,2,2136.0,red,3,1502,37,1908,0.648,0.37,0
6656,34.0,,divorced,+110k€,3,60,3,1548.0,red,2,0,64,2611,0.828,0.455,0
9079,45.0,,single,30k€-50k€,4,189,3,4259.0,red,2,0,80,4389,0.59,0.702,0
2044,50.0,,single,50k€-70k€,5,184,2,22558.0,red,1,818,70,3855,0.987,0.591,0
9787,49.0,high school,married,<30k€,6,144,3,4675.0,red,4,1734,34,1232,0.413,0.545,0
7905,55.0,uneducated,married,70k€-110k€,3,179,3,11606.0,red,3,0,39,2623,0.797,0.393,1
2965,31.0,,married,<30k€,2,85,3,1621.0,red,2,580,41,1893,0.421,0.171,1
997,48.0,,single,50k€-70k€,3,147,1,2589.0,red,2,1693,83,4259,0.878,0.766,0
7635,62.0,college,,30k€-50k€,2,228,2,3477.0,red,6,0,40,2113,0.436,0.739,1
8702,55.0,graduate,single,+110k€,6,148,3,8514.0,red,2,2013,74,4098,0.664,0.542,0
9217,41.0,post-graduate,married,<30k€,4,112,3,1438.3,red,3,0,40,2137,0.481,0.333,1
1007,37.0,uneducated,,70k€-110k€,2,136,3,9303.0,red,3,1580,87,7825,0.877,0.45,0
7491,45.0,uneducated,,,3,148,3,18873.0,red,3,0,38,2021,0.636,0.52,1
2980,46.0,phd,single,,6,148,2,2189.0,red,3,1666,36,1287,0.343,0.636,0
186,29.0,uneducated,married,30k€-50k€,1,94,1,8147.0,red,3,1750,114,14912,0.751,0.869,0
259,,uneducated,,+110k€,6,156,1,34516.0,red,2,397,81,7454,0.914,0.841,1
402,52.0,graduate,married,+110k€,6,176,2,5882.0,red,3,2335,30,1380,0.579,0.667,0
249,53.0,high school,,<30k€,3,151,1,6118.0,red,1,1092,81,4434,0.757,0.62,0
4522,62.0,uneducated,married,<30k€,3,200,2,3955.0,red,1,2000,43,1560,0.425,0.483,0
7711,46.0,high school,single,30k€-50k€,6,171,1,3743.0,red,1,2090,67,4674,0.969,0.718,0
9497,,high school,divorced,+110k€,4,101,2,3497.0,red,2,1665,61,2337,0.627,0.564,0
2487,32.0,,married,<30k€,3,111,4,3049.0,red,3,2198,48,2617,1.546,1.0,0
7509,45.0,graduate,married,+110k€,5,148,3,34516.0,red,2,880,64,3491,0.687,0.455,0
8101,,graduate,divorced,50k€-70k€,4,135,4,2998.0,red,2,1789,31,1825,0.807,0.348,0
8860,49.0,graduate,married,,3,165,4,5104.0,red,2,736,78,3943,0.679,0.696,0
1732,42.0,uneducated,married,,3,149,3,13019.0,red,2,0,33,1484,0.487,0.435,1
2697,45.0,,divorced,<30k€,5,127,4,1438.3,red,2,0,58,1897,0.5,0.706,1
1980,45.0,graduate,married,70k€-110k€,1,176,1,9959.0,red,4,0,125,14948,0.751,0.866,0
471,,post-graduate,single,+110k€,3,155,1,34516.0,red plus,3,1562,100,14212,0.618,0.667,0
3961,57.0,,single,<30k€,3,148,2,2850.0,red,1,2517,85,4320,0.625,0.735,0
6162,46.0,uneducated,single,<30k€,2,98,2,2962.0,red,3,2517,31,929,1.046,0.409,1
1060,50.0,,married,70k€-110k€,6,195,1,34516.0,red plus,6,1473,73,4254,0.642,0.587,0
7376,,high school,married,<30k€,3,172,5,4328.0,red,3,670,54,1580,0.396,0.543,0
2099,40.0,high school,single,<30k€,5,126,1,1862.0,red,2,726,79,5105,0.63,1.026,0
6936,,graduate,married,,6,166,2,15641.0,red,2,2379,76,3769,0.816,0.617,0
7479,50.0,high school,single,30k€-50k€,4,166,3,3788.0,red,3,1540,47,1594,0.566,0.382,0
9822,50.0,phd,married,,5,187,1,4661.0,red,2,1734,81,5242,0.789,1.382,0
5979,77.0,graduate,married,30k€-50k€,4,228,1,5876.0,red,2,1297,55,2133,1.012,0.719,0
10004,53.0,,single,+110k€,4,153,2,32563.0,red,3,0,81,9220,1.013,0.884,1
9474,40.0,college,single,<30k€,4,103,2,3611.0,red,3,2517,45,2178,0.537,0.552,1
4482,43.0,uneducated,divorced,70k€-110k€,2,104,3,6614.0,red,2,1881,51,3016,0.737,0.645,1
5856,34.0,phd,married,50k€-70k€,3,125,4,4934.0,red,3,1504,42,2747,1.52,0.448,0
5816,,,single,50k€-70k€,2,175,3,5905.0,red,2,0,83,8883,0.797,0.729,1
758,44.0,graduate,single,50k€-70k€,2,151,1,17887.0,red,3,1821,116,14544,0.687,1.148,0
1210,36.0,phd,married,30k€-50k€,5,100,3,2655.0,red,2,1527,26,1921,0.715,0.444,0
5691,50.0,graduate,married,70k€-110k€,1,165,3,28307.0,red,1,1506,122,9042,0.818,0.605,0
350,51.0,,married,<30k€,3,168,3,2294.0,red,3,1787,76,3904,0.748,0.854,0
6087,43.0,graduate,single,<30k€,2,133,3,3001.0,red,1,2055,70,4662,0.838,0.628,0
6699,39.0,graduate,single,<30k€,3,147,3,6077.0,red,2,1397,74,2837,0.834,0.609,0
10053,57.0,phd,married,<30k€,2,166,3,3881.0,red,2,2517,38,2463,0.815,0.407,1
7549,46.0,high school,single,,4,178,4,3778.0,red,3,0,45,2367,0.739,0.452,1
5488,41.0,,single,<30k€,3,147,3,2286.0,red,3,0,83,5199,0.732,0.844,0
10011,59.0,,married,<30k€,2,187,3,2536.0,red,3,0,35,901,0.917,0.522,1
3100,,post-graduate,single,50k€-70k€,5,132,3,8766.0,red,2,0,35,2263,0.702,0.522,1
8484,40.0,high school,single,+110k€,5,144,2,34516.0,red,2,1658,65,2935,1.095,0.711,0
1717,65.0,uneducated,single,<30k€,3,149,1,1829.0,red,2,0,65,3950,0.576,0.548,0
779,57.0,college,single,<30k€,1,190,1,1552.0,red,5,0,71,4731,0.762,0.651,0
1048,72.0,high school,married,30k€-50k€,1,215,3,3353.0,red,3,0,18,960,1.021,0.385,1
3941,30.0,,married,<30k€,5,147,3,1438.3,red,3,0,37,2464,0.569,0.321,1
327,38.0,graduate,single,30k€-50k€,3,116,1,7093.0,red,1,2517,120,13937,0.745,0.846,0
7356,56.0,,married,<30k€,6,139,3,7623.0,red,1,2517,29,1367,1.007,1.071,0
6669,46.0,high school,married,<30k€,3,184,2,1438.3,red,3,726,93,5208,0.657,0.755,0
5004,,,married,30k€-50k€,3,127,6,3333.0,red,3,1867,50,3348,0.947,0.282,1
9991,41.0,,single,70k€-110k€,3,156,1,34516.0,red plus,3,657,76,4614,0.641,0.689,0
148,54.0,college,married,70k€-110k€,4,165,3,16207.0,red,2,922,83,3621,0.635,0.886,0
9711,,,,<30k€,5,133,3,4852.0,red,1,1777,55,1775,0.667,1.037,0
10007,39.0,high school,single,<30k€,5,141,3,1707.0,red,1,989,76,3935,0.555,0.52,0
8549,42.0,graduate,,70k€-110k€,3,135,3,23665.0,red,2,1624,87,4190,0.574,0.706,0
253,52.0,,single,<30k€,6,119,1,8801.0,red,1,1421,31,1104,0.568,0.292,0
262,57.0,uneducated,,70k€-110k€,4,196,3,30543.0,red,1,264,63,7784,0.882,0.703,1
2205,49.0,,single,,3,172,2,5884.0,red,2,1382,82,4477,0.91,0.745,0
4949,53.0,graduate,married,,6,149,2,7608.0,red,2,2373,81,4921,0.95,0.62,0
5361,55.0,graduate,married,<30k€,3,179,4,6256.0,red,4,1530,43,1629,0.647,0.344,0
6855,59.0,graduate,single,+110k€,3,205,3,8760.0,red,5,0,39,2460,0.726,0.56,1
376,39.0,,single,<30k€,4,159,3,7128.0,red,2,1457,70,3534,0.553,0.591,0
6862,41.0,high school,married,,1,163,2,8383.0,red,4,0,63,5460,1.036,0.853,1
5171,55.0,uneducated,single,50k€-70k€,3,201,3,1623.0,red,3,0,74,4965,1.058,0.805,0
1366,45.0,graduate,married,70k€-110k€,4,151,3,25517.0,red,2,321,44,2508,0.769,0.294,1
8338,,college,divorced,<30k€,3,149,4,1835.0,red,5,1017,79,2801,0.82,0.519,0
8976,51.0,high school,single,<30k€,6,188,2,3199.0,red,1,0,59,4805,1.047,0.639,1
6888,59.0,uneducated,,70k€-110k€,3,188,3,2375.0,red,1,1163,80,4769,0.917,0.905,0
1947,41.0,college,single,50k€-70k€,5,76,5,16317.0,red,1,0,54,1995,0.566,0.929,1
777,43.0,high school,single,<30k€,4,144,5,4165.0,red,3,0,111,17093,0.813,0.82,0
435,44.0,,single,70k€-110k€,6,139,3,8206.0,red,2,763,43,1715,0.87,0.72,0
8232,53.0,uneducated,divorced,<30k€,3,146,1,2111.0,red,2,1209,61,2803,0.594,0.605,0
2885,,college,single,30k€-50k€,3,146,1,6371.0,red,2,1946,79,3592,0.582,0.756,0
5432,42.0,high school,single,30k€-50k€,6,135,3,1664.0,red,4,798,66,4804,0.703,0.535,0
1546,42.0,,married,,6,104,3,19897.0,red,1,2232,63,3979,0.672,0.5,0
8406,40.0,,single,50k€-70k€,1,131,3,4697.0,red,3,1046,29,1679,0.313,0.318,1
5582,55.0,graduate,single,<30k€,4,199,1,2433.0,red,3,1947,88,4269,0.816,0.76,0
1795,44.0,college,single,50k€-70k€,6,139,4,12050.0,red,3,1821,40,2381,0.63,0.481,1
7124,40.0,high school,divorced,<30k€,3,144,2,10514.0,red plus,2,1580,27,1229,0.504,0.8,0
7340,50.0,high school,single,70k€-110k€,6,175,1,1883.0,red,3,1295,89,5187,0.81,0.712,0
5109,49.0,high school,married,<30k€,5,160,3,3899.0,red,3,0,40,2182,0.718,0.429,1
9637,,uneducated,married,50k€-70k€,3,136,3,34516.0,red unlimited,1,713,82,7750,0.772,0.608,0
3047,58.0,graduate,single,50k€-70k€,4,171,4,28701.0,red plus,3,0,57,3516,1.165,0.727,0
4813,64.0,post-graduate,single,50k€-70k€,5,176,2,12218.0,red,3,0,62,5272,1.005,0.59,1
3193,70.0,high school,married,30k€-50k€,5,176,3,4450.0,red,1,1444,44,1326,0.465,0.419,0
1601,43.0,uneducated,married,30k€-50k€,6,146,3,1438.3,red,4,0,38,2116,0.747,0.583,1
8292,39.0,uneducated,married,70k€-110k€,3,136,4,20117.0,red,1,1226,58,2906,1.4,1.0,0
9330,45.0,uneducated,married,30k€-50k€,5,138,3,10973.0,red,2,0,75,10583,0.792,0.786,1
1031,48.0,uneducated,,<30k€,4,148,3,6245.0,red,4,0,50,2521,0.554,0.667,0
265,43.0,,married,+110k€,2,146,3,19252.0,red,3,751,112,14074,0.814,0.623,0
6124,,uneducated,divorced,,5,163,3,20080.0,red,2,0,70,4620,0.56,0.667,0
3722,39.0,high school,married,30k€-50k€,3,148,3,2523.0,red,3,2481,76,4683,0.744,0.689,0
4351,50.0,phd,single,,6,184,1,2109.0,red,3,683,58,4321,0.593,0.812,0
5229,36.0,high school,married,<30k€,6,148,3,1438.3,red,4,0,88,4707,0.641,0.692,0
4345,47.0,graduate,divorced,<30k€,2,153,1,1838.0,red,6,1155,93,7688,0.742,0.409,0
847,51.0,high school,single,30k€-50k€,5,153,1,2621.0,red,1,2426,74,4885,0.727,1.114,0
9097,53.0,,single,50k€-70k€,2,147,2,23712.0,red,3,2195,115,16258,0.754,0.855,0
3720,33.0,,single,<30k€,3,99,1,2980.0,red,1,2093,70,4132,0.522,0.667,0
1977,36.0,graduate,married,<30k€,2,161,4,3981.0,red,3,0,42,2134,0.764,0.355,1
6766,,phd,married,<30k€,3,147,2,3128.0,red,1,2517,42,2361,0.696,0.826,0
5908,46.0,high school,,<30k€,6,147,3,2242.0,red,2,0,66,4845,0.658,0.941,0
1434,47.0,college,married,,3,151,4,8729.0,red,1,1427,96,5347,0.829,0.524,0
7548,27.0,,single,30k€-50k€,2,148,3,19594.0,red plus,3,971,111,12429,0.761,0.542,0
401,57.0,uneducated,divorced,70k€-110k€,4,159,3,2795.0,red,4,1832,67,4679,0.839,0.861,0
8771,50.0,graduate,married,<30k€,3,187,3,1606.0,red,3,0,76,4548,0.855,0.652,0
1755,52.0,uneducated,single,<30k€,3,148,3,1438.3,red,3,642,49,1939,0.405,0.4,1
9909,33.0,college,,,6,99,3,3448.0,red,3,1903,87,5471,0.841,0.642,0
4425,,,single,70k€-110k€,4,177,4,34516.0,red,3,1084,124,14319,0.686,0.699,0
611,42.0,high school,single,,2,156,3,11287.0,red,2,1513,72,5157,0.672,0.946,0
6820,44.0,high school,married,,6,158,4,11410.0,red,3,979,38,2736,1.049,0.462,1
2392,50.0,high school,divorced,<30k€,6,146,1,3591.0,red,3,2517,43,2313,0.665,0.536,1
4550,44.0,graduate,married,70k€-110k€,6,143,2,34516.0,red plus,3,1236,40,1665,0.549,0.667,0
9514,46.0,phd,,,5,135,6,1438.3,red,3,0,48,2316,0.676,0.5,1
9420,39.0,uneducated,,70k€-110k€,1,146,1,25428.0,red,3,1528,97,13360,0.725,0.796,0
4312,53.0,graduate,single,<30k€,4,204,4,3688.0,red,1,606,120,14596,0.57,0.791,0
3351,59.0,,married,,3,206,3,1438.3,red,2,0,16,724,0.57,0.231,1
8452,,high school,single,50k€-70k€,1,147,1,6224.0,red,1,1965,124,13630,0.739,0.699,0
8059,,,single,+110k€,5,131,4,4111.0,red,2,1233,36,1289,0.478,0.5,0
346,61.0,high school,single,30k€-50k€,6,148,1,3305.0,red,4,1909,72,4218,0.371,0.636,0
2995,43.0,,single,30k€-50k€,5,148,3,23981.0,red unlimited,3,1696,97,8646,0.837,0.902,0
1812,47.0,phd,divorced,70k€-110k€,5,138,4,7150.0,red,1,1887,69,3636,0.455,0.643,0
7582,44.0,graduate,married,70k€-110k€,4,149,3,24844.0,red,3,1273,75,6549,0.437,0.974,1
3132,54.0,graduate,married,50k€-70k€,4,195,2,14257.0,red,3,1113,23,1809,0.406,0.278,0
5305,35.0,post-graduate,married,70k€-110k€,4,148,2,2946.0,red,3,1359,48,2017,0.746,0.455,0
6391,41.0,graduate,,<30k€,2,160,3,4057.0,red,3,755,58,4301,0.873,1.417,0
237,51.0,,single,<30k€,5,148,3,1963.0,red,2,1549,75,3718,0.778,0.596,0
1781,51.0,uneducated,married,<30k€,4,175,3,2147.0,red,3,1173,37,1352,0.653,0.37,0
9515,41.0,uneducated,single,70k€-110k€,6,149,2,34516.0,red,3,572,81,8659,1.05,1.077,1
2929,26.0,high school,married,30k€-50k€,3,147,3,1438.3,red,1,0,41,2144,0.742,0.577,0
108,46.0,,married,,4,152,3,5826.0,red,3,0,73,3756,0.689,0.921,0
5624,48.0,college,married,<30k€,4,148,4,2330.0,red,2,2294,40,2107,0.456,0.333,1
2339,41.0,graduate,,50k€-70k€,6,163,2,28829.0,red plus,3,0,78,4540,0.463,0.56,0
2021,40.0,high school,married,<30k€,4,128,2,1854.0,red,3,0,89,5245,0.885,0.712,0
8018,35.0,,married,,5,140,3,34516.0,red plus,3,2053,26,1487,1.034,0.733,0
8245,31.0,high school,married,,3,94,1,1438.3,red,3,0,82,3995,0.751,0.608,0
3114,52.0,college,single,,3,156,3,6448.0,red,3,1087,85,4990,0.868,0.667,0
8626,53.0,graduate,single,70k€-110k€,1,192,2,34516.0,red,1,1583,100,12906,0.631,0.639,0
518,49.0,graduate,divorced,<30k€,3,171,0,1438.3,red,4,0,87,4735,0.635,0.673,0
4315,60.0,uneducated,single,70k€-110k€,1,188,1,10286.0,red,3,0,59,8199,0.908,0.903,1
1963,53.0,,divorced,30k€-50k€,6,141,2,3502.0,red,1,1851,31,1814,2.023,0.722,0
8001,50.0,graduate,single,<30k€,1,147,1,2344.0,red,2,1081,80,3889,0.619,0.86,0
792,44.0,,married,<30k€,1,175,0,2089.0,red,1,1262,76,5069,0.886,1.111,0
3535,51.0,college,single,<30k€,4,136,3,2097.0,red,2,1250,71,4148,0.699,0.543,0
6895,43.0,college,married,50k€-70k€,2,143,1,34516.0,red plus,1,1349,106,8582,0.674,0.767,0
1445,50.0,graduate,divorced,30k€-50k€,6,158,3,2115.0,red,2,1141,20,1223,0.616,0.538,0
6585,51.0,,single,70k€-110k€,4,148,2,5611.0,red,1,0,120,16557,0.697,0.622,0
5528,46.0,graduate,divorced,<30k€,6,146,3,1467.0,red,3,896,54,1731,0.692,0.5,0
1088,49.0,college,single,<30k€,3,148,2,2370.0,red,2,1490,80,4751,0.63,0.86,0
1198,47.0,college,,,2,159,2,1438.3,red,3,0,41,1859,0.588,0.464,1
4711,,graduate,married,<30k€,2,147,0,1438.3,red,2,0,84,4769,0.734,0.826,0
5106,34.0,high school,divorced,30k€-50k€,6,148,2,5619.0,red,3,1504,72,2808,0.775,0.6,0
3899,44.0,high school,single,<30k€,2,148,3,2228.0,red,3,0,45,2523,0.686,0.607,1
2168,59.0,high school,married,,5,168,4,3007.0,red,2,1664,31,1475,0.34,0.632,0
7940,48.0,graduate,single,<30k€,2,148,3,1438.3,red,2,0,17,799,0.672,0.214,1
7499,,,single,<30k€,3,147,2,1886.0,red,3,1023,81,4233,0.708,0.884,0
4547,41.0,post-graduate,single,<30k€,1,112,2,8837.0,red,2,2517,100,8210,0.618,0.754,0
2313,45.0,graduate,married,50k€-70k€,4,148,2,2952.0,red,6,2517,77,3830,0.809,0.51,0
115,31.0,college,single,<30k€,1,148,0,1438.3,red,3,0,85,4641,0.566,0.7,0
6446,37.0,high school,single,,3,148,2,6384.0,red,3,2034,83,4413,0.493,0.886,0
1520,41.0,graduate,married,<30k€,6,146,2,2570.0,red,3,2107,83,4058,0.651,0.766,0
8885,52.0,graduate,single,70k€-110k€,3,144,1,2514.0,red,3,1521,36,1636,0.638,0.385,0
9762,55.0,uneducated,single,<30k€,3,210,2,1614.0,red,5,0,38,1690,0.241,0.357,1
1263,43.0,graduate,married,<30k€,4,146,3,3203.0,red,3,2366,82,4282,0.665,0.783,0
6746,53.0,post-graduate,divorced,50k€-70k€,2,209,3,5479.0,red,3,1200,86,7960,0.798,0.458,0
9378,,graduate,married,30k€-50k€,3,148,3,3179.0,red,2,1229,82,4337,0.781,1.05,0
3070,49.0,,married,<30k€,2,159,1,2268.0,red,3,651,88,5016,0.717,0.66,0
4704,61.0,graduate,single,<30k€,2,185,1,9752.0,red,3,1423,108,14220,0.872,0.964,0
8362,39.0,uneducated,single,30k€-50k€,1,112,2,3050.0,red,3,2517,75,4698,1.177,0.923,0
2375,43.0,post-graduate,married,50k€-70k€,1,146,2,5945.0,red,2,2015,70,3645,0.815,1.0,0
